sense	class	confidence	sentence
interrupt%2:30:00::	metaphorical	0.5	She <b>interrupted</b> her pregnancy
intervene%2:41:00::	literal	1.0	Why did the U.S. not <b>intervene</b> earlier in WW II?
intervene%2:42:00::	metaphorical	0.5	This interludes <b>intervenes</b> between the two movements
intervene%2:30:00::	metaphorical	0.5	The war <b>intervened</b> between the birth of her two children.
introduce%2:36:00::	literal	0.9	A new word processor was <b>introduced</b>
introduce%2:36:01::	literal	0.8	<b>introduce</b> exotic fruits
introduce%2:31:00::	literal	0.7	<b>introduce</b> legislation
invade%2:33:00::	literal	0.9	Hitler <b>invaded</b> Poland on September 1, 1939
invade%2:38:00::	literal	0.7	This new colleague <b>invades</b> my territory
invade%2:35:00::	literal	0.6	The cancer had <b>invaded</b> her lungs
invite%2:41:00::	literal	0.9	Can I <b>invite</b> you for dinner on Sunday night?
invite%2:41:01::	literal	0.9	I <b>invited</b> them to a restaurant
invite%2:35:00::	literal	0.8	We <b>invited</b> the neighbors in for a cup of coffee
invite%2:32:01::	literal	0.8	The organizers <b>invite</b> submissions of papers for the conference
involve%2:42:04::	literal	0.7	Don't <b>involve</b> me in your family affairs!
involve%2:42:00::	literal	0.9	This decision <b>involves</b> many changes
involve%2:42:02::	literal	0.8	Dinner at Joe's always <b>involves</b> at least six courses
involve%2:31:00::	literal	0.6	His story completely <b>involved</b> me during the entire afternoon
involve%2:30:00::	literal	0.6	The situation was rather <b>involved</b>
jam%2:38:01::	literal	0.7	The driver <b>jammed</b> the brake pedal to the floor
jam%2:35:01::	literal	0.7	the mechanism <b>jammed</b>
jam%2:35:00::	metaphorical	0.5	the theater was <b>jampacked</b>
join%2:41:00::	literal	0.8	He <b>joined</b> the Communist Party as a young man
join%2:35:01::	literal	0.9	<b>join</b> these two parts so that they fit together
join%2:41:01::	literal	0.9	She <b>joined</b> him for a drink
join%2:35:00::	literal	0.6	The two roads <b>join</b> here
juggle%2:41:01::	metaphorical	0.8	<b>juggle</b> an account so as to hide a deficit
juggle%2:41:00::	metaphorical	0.9	She had to <b>juggle</b> her job and her children
juggle%2:35:03::	literal	1.0	the player <b>juggled</b> the ball
key%2:40:00::	metaphorical	0.5	We were <b>keyed</b> after the locks were changed in the building
key%2:35:00::	literal	0.8	His new Mercedes was <b>keyed</b> last night in the parking lot
key%2:30:00::	metaphorical	0.5	<b>key</b> one's actions to the voters' prevailing attitude
kick%2:35:00::	literal	0.9	The boy <b>kicked</b> the dog.
kick%2:35:08::	metaphorical	0.6	The gun <b>kicked</b> back into my shoulder.
kick%2:33:05::	literal	0.7	He <b>kicked</b> the extra point after touchdown.
kite%2:40:01::	metaphorical	0.5	He <b>kited</b> many checks
kite%2:40:00::	metaphorical	0.6	The businessman <b>kited</b> millions of dollars
kite%2:38:01::	literal	0.8	The pilot <b>kited</b> for a long time over the mountains
land%2:38:00::	literal	0.9	The bird <b>landed</b> on the highest branch
land%2:38:01::	literal	1.0	the pilot managed to <b>land</b> the airplane safely
land%2:30:00::	metaphorical	0.8	this may <b>land</b> you in jail
land%2:38:03::	literal	0.9	The drug smugglers <b>landed</b> the heroin on the beach of the island
land%2:40:00::	literal	0.9	He <b>landed</b> several blows on his opponent's head
land%2:38:02::	literal	0.9	The ship <b>landed</b> in Pearl Harbor
land%2:38:06::	literal	1.0	the enemy <b>landed</b> several of our aircraft
lay%2:35:00::	literal	0.9	<b>lay</b> the books on the table
lay%2:36:00::	metaphorical	0.6	<b>lay</b> the foundation for a new health care plan
lay%2:35:02::	literal	0.8	This hen doesn't <b>lay</b>
lay%2:40:00::	metaphorical	0.6	<b>lay</b> a responsibility on someone
leak%2:32:00::	metaphorical	0.6	The news were <b>leaked</b> to the paper
leak%2:32:01::	metaphorical	0.7	The news <b>leaked</b> out despite his secrecy
leak%2:30:04::	literal	1.0	Water <b>leaked</b> out of the can into the backpack
leak%2:30:00::	literal	1.0	The container <b>leaked</b> gasoline
lean%2:38:00::	literal	1.0	She <b>leaned</b> over the banister
lean%2:35:00::	literal	1.0	He <b>leaned</b> his rifle against the wall
lean%2:31:10::	metaphorical	0.6	We can <b>lean</b> on this man
lend%2:40:01::	literal	0.6	Her presence <b>lends</b> a certain cachet to the company
lend%2:40:00::	literal	0.9	I will <b>lend</b> you my car
lend%2:42:00::	metaphorical	0.6	This story would <b>lend</b> itself well to serialization on television
level%2:33:02::	metaphorical	0.7	<b>level</b> criticism or charges at somebody
level%2:36:00::	literal	0.9	The building was <b>levelled</b>
level%2:32:01::	metaphorical	0.7	I have to <b>level</b> with you
level%2:30:00::	literal	1.0	The ground <b>levelled</b> off
lie%2:32:00::	literal	0.9	She <b>lied</b> when she told me she was only 29.
lie%2:42:02::	metaphorical	0.7	The fate of Bosnia <b>lies</b> in the hands of the West.
lie%2:38:00::	literal	1.0	<b>Lie</b> down on the bed until you feel better.
lighten%2:37:01::	metaphorical	0.5	the conversation <b>lightened</b> me up a bit
lighten%2:35:00::	literal	0.8	she <b>lightened</b> the load on the tired donkey
lighten%2:32:00::	metaphorical	0.7	after a glass of wine, he <b>lightened</b> up a bit
lighten%2:30:02::	literal	0.7	The room <b>lightened</b> up
like%2:37:05::	literal	0.9	She <b>likes</b> to read Russian novels
like%2:31:00::	literal	0.8	How did you <b>like</b> the President's speech last night?
like%2:37:06::	literal	0.9	I'd <b>like</b> a beer now!
line%2:42:00::	literal	0.6	trees <b>line</b> the riverbank
line%2:35:02::	metaphorical	0.8	sorrow had <b>lined</b> his face
line%2:30:01::	literal	0.8	<b>lined</b> books are more enduring
live%2:42:08::	literal	0.9	People <b>lived</b> in Africa millions of years ago
live%2:42:06::	literal	0.8	we had to <b>live</b> frugally after the war
live%2:42:07::	literal	0.7	You must accept yourself and others if you really want to <b>live</b>
load%2:35:01::	literal	1.0	<b>load</b> the truck with hay
load%2:35:02::	literal	1.0	He <b>loaded</b> his gun carefully
load%2:35:10::	literal	1.0	<b>load</b> the bags onto the trucks
locate%2:40:00::	literal	0.9545	Can you <b>locate</b> your cousins in the Midwest?
locate%2:42:00::	literal	0.9	Our sense of sight enables us to <b>locate</b> objects in space.
locate%2:40:01::	literal	0.9524	The company <b>located</b> some of their agents in Los Angeles.
lock%2:35:00::	literal	0.9	<b>Lock</b> the bike to the fence!
lock%2:30:00::	literal	0.52	The therapist noticed that the patient's knees tended to <b>lock</b> in this exercise.
lock%2:35:04::	metaphorical	0.8	He <b>locked</b> his hands around her neck.
lock%2:35:03::	metaphorical	0.7	They were <b>locked</b> in embrace.
lock%2:37:00::	metaphorical	1.0	He was <b>locked</b> in a laughing fit.
lock%2:35:02::	literal	0.7	She <b>locked</b> her jewels in the safe.
look%2:39:00::	literal	0.9	She <b>looked</b> over the expanse of land
look%2:29:00::	literal	0.8	The child <b>looks</b> unhappy
look%2:39:02::	literal	1.0	We <b>looked</b> all day and finally found the child in the forest
look%2:42:00::	metaphorical	0.8	The house <b>looks</b> north
look%2:32:00::	literal	0.6	She <b>looked</b> her devotion to me
look%2:42:02::	literal	0.7	You don't <b>look</b> your age!
loop%2:38:01::	metaphorical	0.5	The bicycle <b>looped</b> around the tree.
loop%2:38:00::	metaphorical	0.6	The stunt pilot <b>looped</b> his plane.
loop%2:35:01::	literal	0.7	He <b>looped</b> the watch through his belt.
map%2:36:00::	literal	0.8	<b>map</b> the surface of Venus
map%2:31:01::	literal	0.7	We haven't even begun to <b>map</b> the many galaxies that we know exist
map%2:36:01::	metaphorical	0.7	sorrow was <b>mapped</b> on the mother's face
march%2:38:04::	literal	0.9	The Japanese <b>marched</b> their prisoners through Manchuria
march%2:38:00::	literal	0.6	He <b>marched</b> into the classroom and announced the exam
march%2:38:10::	literal	0.7	They <b>marched</b> the mules into the desert
match%2:40:00::	literal	0.9	The company <b>matched</b> the employees' contributions.
match%2:41:00::	literal	0.8	This job doesn't <b>match</b> my dreams.
match%2:33:00::	literal	0.6	Let them <b>match</b> their best athletes against ours.
match%2:30:00::	literal	0.9545	The two pieces <b>match</b>.
mean%2:32:01::	literal	0.6	You never understand what I <b>mean</b>!
mean%2:42:00::	literal	0.8	The water shortage <b>means</b> that we have to stop taking long showers.
mean%2:31:05::	literal	0.6	These flowers were <b>meant</b> for you.
mellow%2:30:01::	literal	0.6	Age and experience <b>mellowed</b> him over the years
mellow%2:30:03::	literal	0.6	With age, he <b>mellowed</b>
mellow%2:30:00::	metaphorical	0.5	These apples need to <b>mellow</b> a bit more
melt%2:30:01::	literal	1.0	The wax <b>melted</b> in the sun
melt%2:30:00::	literal	0.9	The sun <b>melted</b> the ice
melt%2:30:02::	metaphorical	0.7	Hundreds of actors were <b>melting</b> into the scene
melt%2:30:10::	metaphorical	0.7	her resistance <b>melted</b> under his charm
miss%2:39:00::	literal	0.8	I <b>missed</b> that remark
miss%2:37:00::	literal	0.6	He <b>misses</b> his mother
miss%2:42:01::	literal	0.9	I <b>missed</b> the concert
miss%2:31:00::	literal	0.7	How could I <b>miss</b> that typo?
miss%2:38:00::	literal	0.9	She <b>missed</b> her train
miss%2:35:00::	literal	0.8	The arrow <b>missed</b> the target
miss%2:42:02::	literal	0.9	The child had been <b>missing</b> for a week
miss%2:32:00::	literal	0.9	Fortunately, I <b>missed</b> the hurricane
moderate%2:32:00::	literal	0.8	John <b>moderated</b> the discussion
moderate%2:41:00::	literal	0.9	<b>moderate</b> your alcohol intake
moderate%2:32:06::	literal	0.8	He <b>moderated</b> his tone when the students burst out in tears
mold%2:30:00::	literal	0.7	The furniture <b>molded</b> in the old house
mold%2:36:01::	literal	0.7	She <b>molded</b> the rice balls carefully
mold%2:35:00::	metaphorical	0.7	The dress <b>molds</b> her beautiful figure
mount%2:35:00::	literal	0.9	They <b>mounted</b> the aerator on a floating
mount%2:30:01::	literal	0.9	<b>mount</b> slides for macroscopic analysis
mount%2:36:00::	metaphorical	0.5	<b>mount</b> a campaign against pornography
mount%2:36:01::	metaphorical	0.7	<b>mount</b> a theater production
nag%2:32:00::	literal	0.8	She <b>nags</b> her husband all day long
nag%2:37:00::	metaphorical	0.5	<b>nagging</b> concerns and doubts
nag%2:31:00::	literal	0.7	she <b>nagged</b> to take a vacation
name%2:32:03::	literal	1.0	They <b>named</b> their son David
name%2:32:02::	literal	0.9	Many senators were <b>named</b> in connection with the scandal
name%2:41:01::	literal	0.6	She was <b>named</b> Head of the Committee
name%2:32:07::	literal	1.0	<b>name</b> your accomplices!
name%2:32:04::	literal	1.0	His <b>name</b> was mentioned in connection with the invention
negociate%2:40:02::	literal	0.7	<b>negociate</b> securities
negociate%2:38:00::	metaphorical	0.5	The hiker <b>negociated</b> the high mountain pass
negociate%2:32:01::	literal	1.0	The parties <b>negociated</b> all night
neutralize%2:41:00::	metaphorical	0.5	The treaty <b>neutralized</b> the small republic
neutralize%2:30:01::	metaphorical	0.6	Her optimism <b>neutralizes</b> his gloom
neutralize%2:30:00::	literal	0.7	She <b>neutralized</b> the solution
nod%2:32:01::	literal	0.9	He <b>nodded</b> his approval
nod%2:32:00::	literal	1.0	The teacher <b>nodded</b> when the student gave the right answer
nod%2:29:03::	literal	0.6	The old man was <b>nodding</b> in his chair
nod%2:38:00::	metaphorical	0.8	the flowers were <b>nodding</b> in the breeze
nod%2:29:02::	literal	1.0	The old man sat <b>nodding</b> by the fireplace
note%2:39:00::	literal	0.6	She <b>noted</b> that someone was following her
note%2:39:02::	literal	0.6	Take <b>note</b> of this chemical reaction
note%2:32:01::	literal	0.7	she <b>noted</b> everything the teacher said that morning
offset%2:42:01::	literal	0.9	<b>offset</b> deposits and withdrawals
offset%2:42:00::	literal	0.7	His skills <b>offset</b> his opponent's superior strength
offset%2:36:00::	literal	0.6	<b>offset</b> the conference proceedings
oppose%2:32:01::	literal	0.9	We <b>oppose</b> the ban on abortion
oppose%2:33:01::	literal	0.9	The senator said he would <b>oppose</b> the bill
oppose%2:32:00::	literal	0.9	The board <b>opposed</b> his motion
ordain%2:41:01::	literal	1.0	The King <b>ordained</b> the persecution and expulsion of the Jews.
ordain%2:41:00::	literal	1.0	He was <b>ordained</b> in the Church.
ordain%2:41:02::	literal	0.9565	The minister was <b>ordained</b> only last month.
orient%2:39:00::	literal	0.8	We had to <b>orient</b> ourselves in the forest
orient%2:32:01::	literal	0.8	The dean of students tries to <b>orient</b> the freshmen
orient%2:30:00::	literal	0.6	a magazine <b>oriented</b> towards young people
paint%2:36:01::	literal	1.0	he <b>painted</b> all day in the garden
paint%2:35:00::	literal	1.0	We <b>painted</b> the rooms yellow
paint%2:36:00::	literal	0.8	He <b>painted</b> his mistress many times
palpitate%2:38:02::	metaphorical	0.5	Her violent feelings <b>palpitated</b> the young woman's heart
palpitate%2:38:01::	literal	1.0	His nostrils <b>palpitated</b>
palpitate%2:38:00::	literal	0.9	His heart <b>palpitated</b>
paste%2:35:01::	literal	1.0	<b>paste</b> the sign on the wall
paste%2:35:00::	metaphorical	0.7	He <b>pasted</b> his opponent
paste%2:35:02::	literal	0.8	<b>paste</b> the wall with burlap
peep%2:39:00::	literal	0.8	He <b>peeped</b> at the woman through the window.
peep%2:39:01::	metaphorical	0.6	He <b>peeped</b> his head through the window.
peep%2:30:00::	metaphorical	0.9	The new moon <b>peeped</b> through the tree tops.
penetrate%2:35:00::	literal	1.0	The bullet <b>penetrated</b> her chest.
penetrate%2:38:06::	literal	0.619	The hikers did not manage to <b>penetrate</b> the dense forest.
perturb%2:37:00::	literal	0.9	She was rather <b>perturbed</b> by the news that her father was seriously ill
perturb%2:38:01::	metaphorical	0.5	The electrons were <b>perturbed</b> by the passing ion
perturb%2:38:00::	metaphorical	0.5	The orbits of these stars were <b>perturbed</b> by the passings of a comet
perturb%2:30:00::	metaphorical	0.6	Fundamental Islamicists threaten to <b>perturb</b> the social order in Algeria and Egypt
piece%2:35:00::	literal	0.9	<b>piece</b> the broken pieces of thread, slivers, and rovings
piece%2:34:00::	metaphorical	0.5	He <b>pieced</b> at the sandwich all morning
piece%2:30:00::	literal	0.9	She <b>pieced</b> the china cup
pierce%2:37:00::	metaphorical	0.9	The cold <b>pierced</b> her bones.
pierce%2:39:00::	metaphorical	1.0	The scream <b>pierced</b> the night.
pierce%2:35:00::	literal	1.0	The needle <b>pierced</b> her flesh.
pin%2:35:03::	literal	0.8	The child was <b>pinned</b> under the fallen tree
pin%2:35:01::	literal	1.0	<b>pin</b> the needle to the shirt
pin%2:35:02::	literal	1.0	<b>pin</b> down the butterfly
ping%2:35:00::	literal	0.8	The bugs <b>pinged</b> the lamp shade
ping%2:39:01::	literal	0.8	the car <b>pinged</b> when I put in low-octane gasoline
ping%2:39:00::	literal	0.9	the bullet <b>pinged</b> when they struck the car
ping%2:32:01::	metaphorical	0.5	I'll <b>ping</b> my accountant--April 15 is nearing
ping%2:32:00::	literal	0.6	<b>ping</b> your machine in the office
plaster%2:35:11::	literal	0.7	The demonstrators <b>plastered</b> the hallways with posters
plaster%2:35:10::	literal	0.8	She <b>plastered</b> warnings all over the wall
plaster%2:35:02::	literal	0.8	<b>plaster</b> the broken arm
plead%2:32:00::	literal	0.8	I <b>pleaded</b> with him to stop.
plead%2:32:02::	literal	0.7	She was <b>pleading</b> insanity.
plead%2:32:01::	literal	0.9	She <b>pleaded</b> not guilty.
please%2:37:00::	literal	0.7	These colors <b>please</b> the senses
please%2:37:01::	literal	0.6	he could do many things if he <b>pleased</b>
please%2:37:03::	literal	0.7	The waiters around her aim to <b>please</b>
pledge%2:32:00::	literal	0.8	I <b>pledge</b> that I will honor my wife
pledge%2:40:04::	literal	0.9	I <b>pledged</b> $10 a month to my favorite radio station
pledge%2:32:01::	literal	0.6	I was <b>pledged</b> to silence
plunge%2:38:01::	literal	0.6	the stock market <b>plunged</b>
plunge%2:38:05::	literal	0.6	She <b>plunged</b> at it eagerly
plunge%2:31:01::	metaphorical	0.7	The professor <b>plunged</b> his students into the study of the Italian text
plunge%2:38:00::	literal	0.9	It <b>plunged</b> to the bottom of the well
poison%2:41:00::	metaphorical	0.8	<b>poison</b> someone's mind
poison%2:35:00::	literal	1.0	She <b>poisoned</b> her husband
poison%2:30:00::	literal	1.0	Her husband <b>poisoned</b> her drink in order to kill her
poison%2:35:01::	literal	1.0	This mushrooms can <b>poison</b>
poison%2:29:00::	literal	1.0	She <b>poisoned</b> her husband but he did not die
port%2:38:06::	literal	0.8	the captain <b>ported</b> the ship at night
port%2:38:05::	literal	1.0	The ship finally <b>ported</b>
port%2:38:03::	literal	1.0	The big ship was slowly <b>porting</b>
port%2:35:07::	literal	1.0	The small canoe could be <b>ported</b> easily
port%2:34:00::	metaphorical	0.5	We were <b>porting</b> all in the club after dinner
portray%2:32:00::	literal	0.7	The book <b>portrays</b> the actor as a selfish person
portray%2:36:00::	literal	0.8	Goya wanted to <b>portray</b> his mistress, the Duchess of Alba
portray%2:36:02::	literal	0.8	The father is <b>portrayed</b> as a good-looking man in this painting
pose%2:42:00::	metaphorical	0.6	This <b>poses</b> an interesting question
pose%2:39:00::	literal	0.9	We don't know the woman who <b>posed</b> for Leonardo so often
pose%2:32:13::	literal	0.8	She <b>posed</b> as the Czar's daughter
pound%2:35:00::	literal	0.9	the salesman <b>pounded</b> the door knocker
pound%2:35:06::	metaphorical	0.5	The locks <b>pound</b> the water of the canal
pound%2:35:05::	metaphorical	0.6	The prisoners are safely <b>pounded</b>
pound%2:35:04::	literal	0.6	<b>pound</b> the cows so they don't stray
pound%2:30:03::	literal	1.0	<b>pound</b> the roots with a heavy flat stone
pour%2:38:03::	literal	0.9	They <b>poured</b> water over the floor.
pour%2:38:00::	metaphorical	0.7391	People were <b>pouring</b> out of the theater.
pour%2:38:02::	literal	1.0	Water <b>poured</b> all over the floor.
pour%2:40:00::	metaphorical	1.0	We <b>poured</b> money into the education of our children.
pour%2:43:00::	metaphorical	0.5	Put on your rain coat -- it's <b>pouring</b> outside!
precede%2:42:00::	literal	0.7	Stone tools <b>precede</b> bronze tools
precede%2:42:01::	literal	0.9	Most English adjectives <b>precede</b> the noun they modify
precede%2:41:00::	literal	0.8	Bill <b>preceded</b> John in the long line of Susan's husbands
precede%2:32:03::	literal	0.6	She always <b>precedes</b> her lectures with a joke
precipitate%2:36:00::	metaphorical	0.6	The crisis <b>precipitated</b> by Russia's revolution
precipitate%2:38:01::	metaphorical	0.5	Our economy <b>precipitated</b> into complete ruin
precipitate%2:35:00::	metaphorical	0.5	The bridge broke and <b>precipitated</b> the train into the river below
predicate%2:32:02::	literal	0.8	The <b>predicate</b> `dog' is predicated of the subject `Fido' in the sentence `Fido is a dog'
predicate%2:32:00::	literal	0.8	The speech <b>predicated</b> the fitness of the candidate to be President
predicate%2:32:01::	literal	0.8	solving the problem is <b>predicated</b> on understanding it well
preserve%2:42:00::	metaphorical	0.5	<b>preserve</b> the peace in the family
preserve%2:40:00::	literal	0.8	We <b>preserve</b> these archeological findings
preserve%2:42:07::	literal	0.8	<b>preserve</b> the forest and the lakes
prick%2:35:00::	literal	1.0	The nurse <b>pricked</b> my finger to get a small blood sample
prick%2:39:00::	literal	1.0	The needle <b>pricked</b> his skin
prick%2:38:00::	literal	0.7	The dog <b>pricked</b> up his ears
prick%2:37:00::	metaphorical	0.7	The thought of her unhappiness <b>pricked</b> his conscience
process%2:31:00::	literal	0.9	The results of the elections were still being <b>processed</b> when he gave his acceptance speech
process%2:41:00::	metaphorical	0.5	He was warned that the district attorney would <b>process</b> him
process%2:38:00::	literal	0.8	They <b>processed</b> into the dining room
process%2:35:00::	literal	0.7	He was <b>processed</b> by the sheriff
produce%2:36:02::	literal	0.9	The tree would not <b>produce</b> fruit
produce%2:36:00::	literal	0.8	We <b>produce</b> more cars than we can sell
produce%2:36:03::	literal	0.9	This procedure <b>produces</b> a curious effect
produce%2:39:01::	literal	0.7	The proud father <b>produced</b> many pictures of his baby
produce%2:36:05::	literal	0.8	The Bordeaux region <b>produces</b> great red wines
profess%2:32:00::	literal	0.8	She <b>professes</b> organic chemistry
profess%2:32:03::	literal	0.8	The terrorists <b>professed</b> allegiance to their country
profess%2:32:10::	literal	0.8	The teacher <b>professed</b> that he was not generous when it came to giving good grades
profess%2:32:01::	literal	0.7	she <b>professed</b> herself as a nun
profess%2:32:04::	literal	0.9	He <b>professed</b> innocence but later admitted his guilt
propagate%2:40:00::	literal	0.8	The genes <b>propagate</b> these characteristics to the offspring.
propagate%2:38:01::	literal	0.6	Sound and light <b>propagate</b> in this medium.
propagate%2:35:00::	literal	0.6	Sound or light can be <b>propagated</b> through air.
propagate%2:35:01::	literal	0.7	This great civilization was <b>propagated</b> throughout the land.
provide%2:40:00::	literal	1.0	We <b>provided</b> the room with an electrical heater
provide%2:34:00::	literal	0.9	The hostess <b>provided</b> lunch for all the guests
provide%2:32:00::	literal	0.8	The will <b>provides</b> that each child should receive half of the money
provide%2:40:08::	literal	0.9	He <b>provides</b> for his large family by working three jobs
provide%2:30:05::	literal	0.8	<b>provide</b> for the proper care of the passengers on the cruise ship
puff%2:37:00::	metaphorical	0.7	The sudden fame <b>puffed</b> her ego
puff%2:32:01::	metaphorical	0.8	The critics <b>puffed</b> up this Broadway production
puff%2:32:00::	metaphorical	0.6	A <b>puffing</b> kind of man
puff%2:30:00::	literal	0.9	Her faced <b>puffed</b> up from the drugs
puff%2:29:01::	literal	0.7	he huffed and <b>puffed</b> as he made his way up the mountain
pump%2:33:00::	metaphorical	0.65	He <b>pumped</b> bullets into the dummy.
pump%2:38:03::	literal	0.6	The athlete <b>pumps</b> weights in the gym.
pump%2:32:00::	metaphorical	0.9167	She <b>pumped</b> the witnesses for information.
push%2:38:00::	literal	1.0	He <b>pushed</b> the table into a corner
push%2:35:06::	literal	0.9	`Now <b>push</b> hard,' said the doctor to the woman
push%2:32:01::	metaphorical	0.7	He <b>pushed</b> her to finish her doctorate
push%2:32:00::	metaphorical	0.7	The salesman is aggressively <b>pushing</b> the new computer model
push%2:38:02::	literal	1.0	she <b>pushed</b> against the wall with all her strength
push%2:38:01::	metaphorical	0.7	She is <b>pushing</b> fifty
push%2:41:10::	metaphorical	0.7	The liberal party <b>pushed</b> for reforms
push%2:40:00::	metaphorical	0.7	The guy hanging around the school is <b>pushing</b> drugs
push%2:38:08::	literal	0.8	The crowd <b>pushed</b> forward
put%2:35:05::	literal	0.7	That song <b>put</b> me in awful good humor
put%2:32:00::	literal	0.7	I wouldn't <b>put</b> it that way
put%2:34:00::	metaphorical	0.5	She <b>put</b> too much emphasis on her the last statement
put%2:31:13::	literal	0.7	We <b>put</b> the time of arrival at 8 P.M.
put%2:39:13::	literal	0.7	He <b>put</b> her to the torture
put%2:36:13::	literal	0.8	<b>put</b> these words to music
put%2:31:00::	literal	0.8	I <b>put</b> these memories with those of bygone times
quote%2:32:00::	literal	0.9	He <b>quoted</b> the Bible to her.
quote%2:32:13::	literal	0.9	He <b>quoted</b> prices for cars.
quote%2:32:02::	literal	0.9	He said he could <b>quote</b> several instances of this behavior.
radiate%2:43:00::	literal	0.9	The sun <b>radiates</b> heat
radiate%2:30:00::	metaphorical	0.5	She <b>radiates</b> happiness
radiate%2:42:00::	literal	0.7	spokes <b>radiate</b> from the hub of the wheel
radiate%2:30:02::	literal	0.7	Heat <b>radiated</b> from the metal box
raid%2:41:00::	literal	0.9	The police <b>raided</b> the crack house
raid%2:38:00::	literal	0.9	The pirates <b>raided</b> the coastal villages regularly
raid%2:40:02::	literal	0.7	T. Boone Pickens <b>raided</b> many large companies
raid%2:35:02::	metaphorical	0.6	Our babysitter <b>raided</b> our refrigerator
rail%2:42:00::	metaphorical	0.5	<b>rail</b> in the old graves
rail%2:38:01::	literal	0.8	<b>rail</b> off the crowds from the Presidential palace
rail%2:38:04::	literal	0.8	fresh fruit are <b>railed</b> from Italy to Belgium
rail%2:38:00::	literal	0.8	They <b>railed</b> from Rome to Venice
rail%2:35:03::	literal	0.8	hundreds of miles were <b>railed</b> out here
rail%2:33:00::	metaphorical	0.7	They are <b>railing</b> for fresh fish
ramp%2:40:00::	metaphorical	0.5	The <b>ramped</b> auditorium
ramp%2:39:00::	literal	0.6	the lion is <b>rampant</b> in this heraldic depiction
ramp%2:38:02::	literal	0.7	The roses <b>ramped</b> over the wall
range%2:42:01::	literal	0.7	Estimates for the losses in the earthquake <b>range</b> as high as $2 billion.
rationalize%2:32:00::	metaphorical	0.5	<b>rationalize</b> the child's seemingly crazy behavior
rationalize%2:40:00::	literal	0.8	We <b>rationalized</b> the factory's production and raised profits
rationalize%2:31:00::	literal	0.7	When one wonders why one is doing certain things, one should <b>rationalize</b>
rationalize%2:30:01::	literal	0.7	This function can be <b>rationalized</b>
reach%2:35:00::	metaphorical	0.6	Government <b>reaches</b> out to the people
reach%2:32:00::	literal	0.6	Our advertisements <b>reach</b> millions
reach%2:42:00::	literal	0.7	The sunlight <b>reached</b> the wall
recall%2:32:02::	literal	0.8	The ambassador was <b>recalled</b> to his country
recall%2:31:06::	literal	0.7	She was <b>recalled</b> by a loud laugh
recall%2:41:00::	literal	0.8	The company <b>recalled</b> the product when it was found to be faulty
recall%2:40:00::	literal	0.9	<b>recall</b> the defective auto tires
recapture%2:37:00::	metaphorical	0.7	She could not <b>recapture</b> that feeling of happiness.
recapture%2:36:00::	literal	0.5556	The author <b>recaptures</b> an old idea here.
recapture%2:40:00::	literal	0.9	The military forces managed to <b>recapture</b> the fort.
recapture%2:35:00::	literal	1.0	They tried to <b>recapture</b> the escaped prisoner.
recast%2:36:00::	literal	0.7	He was <b>recast</b> as Iago.
recast%2:36:01::	literal	0.7	The bell cracked and had to be <b>recast</b>.
recast%2:36:02::	literal	0.52	She had to <b>recast</b> her image to please the electorate in her home state.
recruit%2:41:01::	literal	1.0	The party <b>recruited</b> many new members.
recruit%2:40:00::	literal	0.8696	The lab director <b>recruited</b> an able crew of assistants.
recruit%2:33:00::	literal	0.9091	They <b>recruited</b> new soldiers.
redouble%2:30:00::	literal	0.8	The enemy <b>redoubled</b> their screaming on the radio
redouble%2:30:02::	literal	0.8	The noise doubled and <b>redoubled</b>
redouble%2:30:01::	literal	0.6	The screaming <b>redoubled</b>
redound%2:39:00::	metaphorical	0.8	Fame <b>redounds</b> to the heroes.
redound%2:30:00::	metaphorical	0.8	Everything <b>redounded</b> to his glory.
redound%2:30:01::	metaphorical	0.5	Her efforts will <b>redound</b> to the general good.
reenact%2:36:01::	literal	0.9	They <b>reenacted</b> the battle of Princeton
reenact%2:41:00::	literal	0.7	Congress <b>reenacted</b> the law
reenact%2:36:00::	literal	0.9	She <b>reenacted</b> what had happened earlier that day
refer%2:42:00::	literal	0.8	There were lots of questions <b>referring</b> to her talk
refer%2:31:00::	literal	0.8	This plant can be <b>referred</b> to a known species
refer%2:38:00::	literal	0.9	<b>refer</b> a patient to a specialist
refer%2:32:04::	literal	0.7	Christians <b>refer</b> to the mother of Jesus as the Virgin Mary
refine%2:30:01::	literal	0.7	<b>refine</b> one's style of writing
refine%2:30:06::	literal	0.7	<b>refine</b> a design or pattern
refine%2:30:03::	literal	0.7	many valuable nutrients are <b>refined</b> out of the foods in our modern diet
refine%2:30:05::	literal	0.8	<b>refine</b> a method of analysis
reflect%2:39:01::	metaphorical	0.5	This action <b>reflects</b> his true beliefs
reflect%2:39:00::	literal	0.6	Sound is <b>reflected</b> well in this auditorium
reflect%2:43:00::	literal	0.7	Drive carefully--the wet road <b>reflects</b>
reflect%2:39:02::	literal	1.0	her sunglasses <b>reflected</b> his image
reflect%2:32:01::	metaphorical	0.8	His lack of interest in the project <b>reflects</b> badly on him
reflect%2:32:00::	metaphorical	0.9	The mess in his dorm room <b>reflects</b> on the student
reform%2:30:00::	literal	0.8	<b>reform</b> a political system
reform%2:30:04::	metaphorical	0.5	The Church <b>reformed</b> me
reform%2:30:08::	literal	0.6	<b>reform</b> the health system in this country
