word	lemma	gloss	label	overlap_score	context	target_index
preserve	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction	literal	_	I really loved that boy , and , in a feverish attempt to [preserve] our marriage and to try to revive the wonderful , wonderful person Letch had once been , I took my troubles to Momma , hoping that her earthy advice would help me .	13
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.47368421052631576	Now to him who is able to [preserve] you without sin and to set you before the presence of his glory , without blemish , in gladness , to the only God our Savior , through Jesus Christ our Lord , belong glory and majesty , dominion and authority , before all time , and now , and forever .	7
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	Let us therefore put first things first , and make sure of [preserving] the human race at whatever the temporary price may be '' .	11
preserve	*preserve%2:42:00::	keep or maintain in unaltered condition; cause to remain or last	metaphorical	0.5789473684210527	Compare this statement of a nineteenth-century judge with how Congressman Martin , according to the Daily Labor Report of Sept. 19 , 1961 , defends the necessity of enacting anti-trust legislation in the field of labor `` if we wish to prevent monopolistic fixing of wages , production or prices and if we wish to [preserve] the freedom of the employer and his employees to contract on wages , hours and conditions of employment '' .	55
preserve	preserve%2:40:01::	to keep up and reserve for personal or special use	literal	_	The only contrary action , in the future as in the past , runs the risk of war ; and , now and in the future unlike in the past , any attempt to repel injury and to [preserve] any particular civilized attainment of mankind or its provisional justice runs some risk of nuclear warfare and the danger that an effect of it will , by human action , render this planet less habitable by the human race .	38
push	*push%2:32:00::	make publicity for; try to sell (a product)	metaphorical	0.0	In the unfertile land in Palestine humans broke their backs [pushing] will power to the brink .	10
push	push%2:38:00::	move with force,	literal	_	She [pushed] wartorn and poverty-stricken nations into prosperity , but she failed to lead them into unity and world peace .	1
push	*push%2:32:00::	make publicity for; try to sell (a product)	metaphorical	0.0	Convinced of the wisdom of their own actions , and reassured by the promises of their economic development programs , governments may fail to [push] outward to win more and more people to the national effort , becoming instead rigid and inflexible in their policies .	24
push	push%2:38:00::	move with force,	literal	_	He flung off Lord 's hand and attempted to [push] past him , inadvertently shoving him into a storefront .	9
push	*push%2:32:00::	make publicity for; try to sell (a product)	metaphorical	0.6	The eradication effort is being [pushed] in Bibb and Jones counties , over 37679 acres .	5
push	push%2:38:00::	move with force,	literal	_	Consider what happened during World War 1 , , when the Protestant churches united to [push] the Prohibition law through Congress .	15
push	*push%2:32:00::	make publicity for; try to sell (a product)	metaphorical	0.4	Right now , they are [pushing] a resolution which would have UN use its forces to invade and subjugate Katanga .	5
push	push%2:38:00::	move with force,	literal	_	Consider what happened during World War 1 , , when the Protestant churches united to [push] the Prohibition law through Congress .	15
push	*push%2:32:00::	make publicity for; try to sell (a product)	metaphorical	0.2	But this argument cannot be [pushed] very far because the Communist system makes up for any shortcomings of its leaders in respect to corrosion .	5
push	*push%2:32:00::	make publicity for; try to sell (a product)	metaphorical	0.2	I 'm with the Bar - H , [pushing] a horse called Sparky .	8
push	push%2:38:00::	move with force,	literal	_	The cleaner air means less time spent [pushing] a vacuum , fewer trips to the dry cleaners , lighter loads for the washing machine .	7
push	*push%2:32:01::	press, drive, or impel (someone) to action or completion of an action	metaphorical	0.5	He did n't [push] it ; Rawlins worked out of Central Homicide and we 'd been friends for years .	3
push	push%2:38:00::	move with force,	literal	_	`` Let 's not [push] our patience beyond the danger line , Sergeant '' , Killpath nasaled .	4
push	*push%2:32:01::	press, drive, or impel (someone) to action or completion of an action	metaphorical	0.0	The treatment seems unnecessarily loose jointed and complex , largely because the method is lax and the analysis seems never to be [pushed] to a satisfactory or even a consistent stopping-point .	21
push	push%2:41:00::	strive and make an effort to reach a goal	literal	_	Mantle , it 's apparent , resented Casey Stengel 's attempts to [push] and prod him into the perfection the veteran manager saw as a thrilling possibility .	11
push	*push%2:32:01::	press, drive, or impel (someone) to action or completion of an action	metaphorical	0.0	Occasionally if I [pushed] him too far he 'd give me a look out of narrowed eyes and the hard cruel bony skull would show through that smooth face of his .	3
push	push%2:38:00::	move with force,	literal	_	Dean resisted Mike 's attempt to [push] him toward the horse .	6
push	*push%2:32:01::	press, drive, or impel (someone) to action or completion of an action	metaphorical	0.3333333333333333	Each time in , the unhappy pilot , [pushing] his luck , begged the postal officials that met him to find a safer landing place , preferably on the flat-topped hills across the Winooski River .	8
push	push%2:38:00::	move with force,	literal	_	`` Let 's not [push] our patience beyond the danger line , Sergeant '' , Killpath nasaled .	4
push	*push%2:32:01::	press, drive, or impel (someone) to action or completion of an action	metaphorical	0.0	Many others are attracting the traffic needed to [push] revenues up to the break-even point .	8
push	push%2:38:00::	move with force,	literal	_	Together they had probably done more than any other men to help [push] Laos toward the 20 th century - constructively .	12
push	*push%2:32:01::	press, drive, or impel (someone) to action or completion of an action	metaphorical	0.16666666666666666	Mr. Verreau began shakily , with a voice that tended toward an unpleasant whiteness when [pushed] beyond middle volume .	15
push	push%2:38:00::	move with force,	literal	_	Gun held his breath a moment , [pushing] the volume and pitch of his voice down under the trapdoor in his throat .	7
push	*push%2:32:01::	press, drive, or impel (someone) to action or completion of an action	metaphorical	0.5	`` Adults take a long time to convince and you are thwarted if you try to [push] '' .	16
push	push%2:41:00::	strive and make an effort to reach a goal	literal	_	Mantle , it 's apparent , resented Casey Stengel 's attempts to [push] and prod him into the perfection the veteran manager saw as a thrilling possibility .	11
reach	*reach%2:35:00::	move forward or upward in order to touch; also in a metaphorical sense	metaphorical	0.7777777777777778	[Reaching] across the side of the stall , he slapped the buckskin on the rump .	0
reach	reach%2:38:01::	reach a destination, either real or abstract	literal	_	I [reached] over and switched off the electronic bugging device .	1
reach	*reach%2:35:00::	move forward or upward in order to touch; also in a metaphorical sense	metaphorical	0.7407407407407407	These boards are nailed to the roof beams by [reaching] up through the open space between the beams , from inside the shelter .	9
reach	reach%2:42:00::	to extend as far as	literal	_	Sometimes I noticed the tops of ships ' masts and funnels [reaching] above the pier roofs .	11
reach	*reach%2:35:00::	move forward or upward in order to touch; also in a metaphorical sense	metaphorical	0.25925925925925924	For all concerned with social-welfare legislation , the significance of this radical and revolutionary change in the thought and habits of the vast majority of the American people is clear , profound and far [reaching] .	34
reach	reach%2:42:00::	to extend as far as	literal	_	They should sense the tremendous significance of joining the spiritual succession [reaching] back to Christ our Lord and forward to an eternal fellowship with the saints of the ages .	11
reach	*reach%2:35:00::	move forward or upward in order to touch; also in a metaphorical sense	metaphorical	0.0	SAAMI 's field men have served as consultants and / or have participated in 75 Teen Hunter Club activities which have [reached] over 40000 enthusiastic young Americans .	21
reach	reach%2:32:00::	be in or establish communication with	literal	_	Considering that the current school age potential is 23 million youths , the project and its message on hunting and shooting education have many more to [reach] .	26
reach	*reach%2:35:00::	move forward or upward in order to touch; also in a metaphorical sense	metaphorical	0.7777777777777778	He expected Concetta 's thin hand to [reach] down to grasp the boy , and her shrill , impetuous voice to sound against the rotundity of his disfigured flesh that was never sure of hearing anything .	7
reach	reach%2:38:01::	reach a destination, either real or abstract	literal	_	I [reached] over and switched off the electronic bugging device .	1
reach	*reach%2:35:00::	move forward or upward in order to touch; also in a metaphorical sense	metaphorical	0.037037037037037035	He was deep in water , but at least they could not [reach] him there .	12
reach	reach%2:42:00::	to extend as far as	literal	_	He always slept close to the wall so you had to lean to [reach] him .	13
reach	*reach%2:35:00::	move forward or upward in order to touch; also in a metaphorical sense	metaphorical	0.25925925925925924	It was nothing more than a tiny distant rain squall , a dull gray sheet which [reached] from a layer of clouds to the earth .	16
reach	reach%2:42:00::	to extend as far as	literal	_	Beaten with fear and sound and wet and chill , they crawled to the hurricane deck and looked out haggardly at a world of water that [reached] clear to the surrounding hills .	25
reach	*reach%2:35:00::	move forward or upward in order to touch; also in a metaphorical sense	metaphorical	0.037037037037037035	Do keep the grill high enough above the fire so that when fat from meat drips down and flares up , flames cannot [reach] the meat .	22
reach	reach%2:42:00::	to extend as far as	literal	_	This arrangement had the purpose to prevent heated gas to [reach] the thermocouple by natural convection .	10
reflect	*reflect%2:39:01::	manifest or bring back	metaphorical	0.55	She glanced at the man nodding beside her , a man with weather cracks furrowed into his lean cheeks , with powdery pale eyes [reflecting] all the droughts he had seen , reflecting the sky and the drought which must follow now in August - yes , with eyes predicting the drought and here it was only June , only festival time again and thoughts of Gratt Shafer would not leave her .	24
reflect	reflect%2:39:00::	to throw or bend back (from a surface)	literal	_	The viscous mud was ankle-deep , and in places great puddles spread across the road and [reflected] the murky light .	16
reflect	*reflect%2:39:01::	manifest or bring back	metaphorical	0.55	She glanced at the man nodding beside her , a man with weather cracks furrowed into his lean cheeks , with powdery pale eyes reflecting all the droughts he had seen , [reflecting] the sky and the drought which must follow now in August - yes , with eyes predicting the drought and here it was only June , only festival time again and thoughts of Gratt Shafer would not leave her .	32
reflect	reflect%2:39:00::	to throw or bend back (from a surface)	literal	_	The viscous mud was ankle-deep , and in places great puddles spread across the road and [reflected] the murky light .	16
reflect	*reflect%2:39:01::	manifest or bring back	metaphorical	0.775	Very likely it will also include a recognition that the work we are reading [reflects] or `` belongs to '' some way of thought labelled as a `` school '' or an `` - ism '' , i. e. a complex or `` syndrome '' of ideas occurring together with sufficient prominence to warrant identification .	14
reflect	reflect%2:39:00::	to throw or bend back (from a surface)	literal	_	( 1 ) Most of the realtors minimized their own understanding of and role in the racial issue , pleading that they only [reflect] the attitudes and intentions of their society .	23
reflect	*reflect%2:39:01::	manifest or bring back	metaphorical	0.625	Folklore , as used by such writers , really [reflects] images engraved into it by the very person using it .	9
reflect	reflect%2:39:00::	to throw or bend back (from a surface)	literal	_	As mentioned before , bone [reflects] the sound energy and in Fig. 7 the portion of the spine shows as the black area in the center .	5
reflect	*reflect%2:39:01::	manifest or bring back	metaphorical	0.775	An example of the changes which have crept over the Southern region may be seen in the Southern Negro 's quest for a position in the white-dominated society , a problem that has been [reflected] in regional fiction especially since 1865 .	34
reflect	reflect%2:39:00::	to throw or bend back (from a surface)	literal	_	This development is [reflected] in the action taken in February , 1961 , by the general board of the National Council of Churches , the largest Protestant organization in the US .	3
reflect	*reflect%2:39:01::	manifest or bring back	metaphorical	0.775	Today the Negro must discover his role in an industrialized South , which indicates that the racial aspect of the Southern dilemma has n't changed radically , but rather has gradually come to be [reflected] in this new context , this new coat of paint .	34
reflect	reflect%2:39:00::	to throw or bend back (from a surface)	literal	_	This development is [reflected] in the action taken in February , 1961 , by the general board of the National Council of Churches , the largest Protestant organization in the US .	3
reflect	*reflect%2:39:01::	manifest or bring back	metaphorical	0.7	In the meantime , while the South has been undergoing this phenomenal modernization that is so disappointing to the curious Yankee , Southern writers have certainly done little to [reflect] and promote their region 's progress .	29
reflect	reflect%2:39:00::	to throw or bend back (from a surface)	literal	_	He filled a real need , showing society what it looked like , turning it inside out , portraying its wars and its leaders , its ugliness and its beauties , [reflecting] its profound religious impulses .	29
reflect	*reflect%2:39:01::	manifest or bring back	metaphorical	0.775	Dignity and comfort , in a contemporary manner , [reflecting] the best aspects of today 's design , with substance and maturity , keynote the Perennian collection from Heritage .	9
reflect	reflect%2:39:00::	to throw or bend back (from a surface)	literal	_	The beliefs of a religion also [reflecting] the values are expressed in creeds , dogmas , and doctrines , and form what Durkheim calls a credo .	6
relate	*relate%2:32:00::	give an account of	metaphorical	0.0	[Related] to written literature , and often remaining temporarily frozen in written form , it loses its vitality when transcribed or removed from its oral existence .	0
relate	relate%2:31:00::	make a logical or causal connection	literal	_	They must , therefore , be [related] to long-range development plans .	6
relate	*relate%2:32:00::	give an account of	metaphorical	0.6	Then he attacked the two officers again and was again restrained , Slate [related] .	13
relate	relate%2:31:00::	make a logical or causal connection	literal	_	He [related] events on earth to periodic celestial phenomena and indicated that the years of maximum inclination of the ecliptic coincided with the years of important electrical discoveries .	1
revive	*revive%2:29:00::	give new life or energy to	metaphorical	0.25	The clammy air [revived] him .	3
revive	revive%2:29:01::	cause to regain consciousness	literal	_	I really loved that boy , and , in a feverish attempt to preserve our marriage and to try to [revive] the wonderful , wonderful person Letch had once been , I took my troubles to Momma , hoping that her earthy advice would help me .	20
revive	*revive%2:29:00::	give new life or energy to	metaphorical	0.25	Any tax bill also will [revive] allegations that some of his followers have been using their administration affiliations imprudently to profit themselves .	5
revive	revive%2:29:01::	cause to regain consciousness	literal	_	Willie 's big day [revived] the running argument about the relative merits of Mays and Mickey Mantle .	4
revive	*revive%2:29:00::	give new life or energy to	metaphorical	0.5	He was , in fact , showing signs of [reviving] .	9
revive	revive%2:29:01::	cause to regain consciousness	literal	_	I really loved that boy , and , in a feverish attempt to preserve our marriage and to try to [revive] the wonderful , wonderful person Letch had once been , I took my troubles to Momma , hoping that her earthy advice would help me .	20
revive	*revive%2:29:00::	give new life or energy to	metaphorical	0.5	Insects there were on the world , but they were frozen solid during the night , only to [revive] and thaw in the morning sun .	18
revive	revive%2:29:01::	cause to regain consciousness	literal	_	I really loved that boy , and , in a feverish attempt to preserve our marriage and to try to [revive] the wonderful , wonderful person Letch had once been , I took my troubles to Momma , hoping that her earthy advice would help me .	20
revive	*revive%2:29:00::	give new life or energy to	metaphorical	0.25	The death of Harold A. Stevens , oldest of the Stevens brothers , famed operators of baseball , football and race track concessions , [revived] again the story of one of the greatest business successes in history .	24
revive	revive%2:29:01::	cause to regain consciousness	literal	_	Willie 's big day [revived] the running argument about the relative merits of Mays and Mickey Mantle .	4
sell	*sell%2:32:00::	persuade somebody to accept something	metaphorical	0.75	It 's usually not too hard to [sell] workers on this as it gives them longer holiday periods .	7
sell	sell%2:40:00::	exchange or deliver for money or its equivalent	literal	_	It 's a wonder , really , to how much mendacious trouble Larkin puts himself to [sell] the Jerebohms that preposterous manse .	16
sell	*sell%2:32:00::	persuade somebody to accept something	metaphorical	0.75	So Mel Chandler set out to [sell] him on the spirit of Garryowen , just as he himself had been sold a short time before .	4
sell	sell%2:40:00::	exchange or deliver for money or its equivalent	literal	_	It 's a wonder , really , to how much mendacious trouble Larkin puts himself to [sell] the Jerebohms that preposterous manse .	16
sell	*sell%2:32:00::	persuade somebody to accept something	metaphorical	0.5	So Mel Chandler set out to sell him on the spirit of Garryowen , just as he himself had been [sold] a short time before .	18
sell	sell%2:40:00::	exchange or deliver for money or its equivalent	literal	_	It 's a wonder , really , to how much mendacious trouble Larkin puts himself to [sell] the Jerebohms that preposterous manse .	16
sell	*sell%2:32:00::	persuade somebody to accept something	metaphorical	0.75	It would be a mistake to [sell] those thousands of beginning campers on the idea they 're buying the comforts of home .	6
sell	sell%2:40:00::	exchange or deliver for money or its equivalent	literal	_	It 's a wonder , really , to how much mendacious trouble Larkin puts himself to [sell] the Jerebohms that preposterous manse .	16
sell	*sell%2:32:00::	persuade somebody to accept something	metaphorical	0.75	He recalled that in California after a critic had attacked him for `` still trying to [sell] Bruckner to the Americans '' , the public 's response at the next concert was a standing ovation .	16
sell	sell%2:40:00::	exchange or deliver for money or its equivalent	literal	_	It 's a wonder , really , to how much mendacious trouble Larkin puts himself to [sell] the Jerebohms that preposterous manse .	16
sit	*sit%2:38:01::	be in session	metaphorical	0.0	Ordinary politeness may have militated against this opinion being stated so badly but anyone with a wide acquaintance in both groups and who has [sat] through the many round tables , workshops or panel discussions - whatever they are called - on this subject will recognize that the final , boiled down crux of the matter is education .	24
sit	sit%2:35:00::	be seated	literal	_	So the Christian Youth Crusade against Communisn developed and more than 300 top teenagers and 65 adult advisers from Presbyterian churches of the area [sat] enthralled at the four-hour program .	24
sit	*sit%2:38:01::	be in session	metaphorical	0.6	`` Actually , the abuse of the process may have constituted a contempt of the Criminal court of Cook county , altho vindication of the authority of that court is not the function of this court '' , said Karns , who is a City judge in East St. Louis [sitting] in Cook County court .	50
sit	sit%2:35:00::	be seated	literal	_	Worry had a great deal to do with it ; Stuart had been laid off at the produce company and had to go back to [sitting] in his father 's office , taking what salary his father could hand out to him .	24
sit	*sit%2:38:01::	be in session	metaphorical	0.0	But most disturbing of all were the advisers he called to [sit] with him in the Palace ; many came from Communist countries .	11
sit	sit%2:35:00::	be seated	literal	_	Sponsors may [sit] with them also .	2
sit	*sit%2:38:01::	be in session	metaphorical	0.4	Gov. John M. Dalton , himself a lawyer and a man of long service in government , spoke with rich background and experience when he said in an address here that lawyers ought to quit [sitting] in the Missouri General Assembly , or quit accepting fees from individuals and corporations who have controversies with or axes to grind with the government and who are retained , not because of their legal talents , but because of their government influence .	35
sit	sit%2:35:00::	be seated	literal	_	Worry had a great deal to do with it ; Stuart had been laid off at the produce company and had to go back to [sitting] in his father 's office , taking what salary his father could hand out to him .	24
smash	*smash%2:35:00::	hit hard	metaphorical	0.6	Jess 's coarse features twisted in a surprised grin which was [smashed] out of shape by Curt 's fist .	11
smash	smash%2:30:00::	break into pieces, as by striking or knocking over	literal	_	When they were refused entrance to his brother 's house nearby , they [smashed] down the door , broke the window , and threw lighted clothes wet with kerosene into the room .	13
smash	*smash%2:35:00::	hit hard	metaphorical	0.6	Reversing it , he [smashed] the butt down on Frederick Seward 's head , over and over again .	4
smash	smash%2:30:00::	break into pieces, as by striking or knocking over	literal	_	A news item described the launching of a ship : `` Completing the ceremony , the beautiful movie star [smashed] a bottle of champagne over her stern as she slid gracefully down the ways into the sea '' .	18
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.79	The lawyer did n't know him very well although he saw him occasionally at some dinner party - Thayer , like himself , Madden reflected , was the extra man so prized by hostesses - and found him easy enough to [talk] to .	40
talk	talk%2:32:00::	express in speech	literal	_	Gilman started [talking] to him until he saw his chance .	2
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.76	They [talked] and wrote much about the elemental functions of the body .	1
talk	talk%2:32:00::	express in speech	literal	_	Hino [talked] very little about himself except for the infrequent times when he used a personal illustration in connection with another subject .	1
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.76	So Mr. Crombie sat on a wooden box and [talked] in order to keep Mr. Blatz 's mind from funny things .	8
talk	talk%2:32:00::	express in speech	literal	_	Shadow , the more talkative , began at once to [talk] , her voice piteous .	9
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.73	Now start [talking] .	2
talk	talk%2:32:03::	use language	literal	_	I can [talk] .	2
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.78	One has to [talk] confidentially with some of the directors of vocational high schools to realize that a boy cannot just say , `` I want to be a plumber '' , and then , by doing good work , find a job .	3
talk	talk%2:32:00::	express in speech	literal	_	`` That 's the way to [talk] .	6
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	For when he began to [talk] and dream all at the same time , making his plans as he went , she had begun dreaming too .	5
talk	talk%2:32:00::	express in speech	literal	_	Shadow , the more talkative , began at once to [talk] , her voice piteous .	9
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.73	While he [talked] you would n't trade being a West Tennessee farmer for being anything else in the whole damned world , no matter if it had n't , in six weeks , rained enough to wet a rat 's ass .	2
talk	talk%2:32:00::	express in speech	literal	_	Shadow , the more talkative , began at once to [talk] , her voice piteous .	9
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.73	I had a long [talk] with him .	4
talk	talk%1:10:00::	an exchange of ideas via conversation	literal	_	Yes , she had missed it after her [talk] with Emile , after dinner , just before Emile was shot .	8
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.72	He could certainly [talk] .	3
talk	talk%2:32:03::	use language	literal	_	I can [talk] .	2
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.76	The number depends on who is [talking] at the moment .	5
talk	talk%2:32:02::	reveal information	literal	_	If W. W . 's retiring soon , as hinted , he ai n't [talking] - yet .	14
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.71	William Wimsatt and Cleanth Brooks , it seems to me , have a penetrating insight into the way in which this control is effected : `` For if we say poetry is to [talk] of beauty and love ( and yet not aim at exciting erotic emotion or even an emotion of Platonic esteem ) and if it is to talk of anger and murder ( and yet not aim at arousing anger and indignation ) - then it may be that the poetic way of dealing with these emotions will not be any kind of intensification , compounding , or magnification , or any direct assault upon the affections at all .	31
talk	talk%2:32:02::	reveal information	literal	_	She quickly moved into cafe society , possibly easing her conscience by [talking] constantly of her desire to be in show business .	12
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.72	William Wimsatt and Cleanth Brooks , it seems to me , have a penetrating insight into the way in which this control is effected : `` For if we say poetry is to talk of beauty and love ( and yet not aim at exciting erotic emotion or even an emotion of Platonic esteem ) and if it is to [talk] of anger and murder ( and yet not aim at arousing anger and indignation ) - then it may be that the poetic way of dealing with these emotions will not be any kind of intensification , compounding , or magnification , or any direct assault upon the affections at all .	58
talk	talk%2:32:02::	reveal information	literal	_	She quickly moved into cafe society , possibly easing her conscience by [talking] constantly of her desire to be in show business .	12
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.76	Two friends were [talking] .	3
talk	talk%2:32:06::	divulge confidential information or secrets	literal	_	`` He found out about you and Arbuckle [talking] .	7
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	She enjoyed great parties when she would sit up [talking] and dancing and drinking all night , but it always seemed to her that being alone , especially alone in her house , was the realest part of life .	8
talk	talk%2:32:03::	use language	literal	_	It is at precisely such moments that he encounters a couple of undergraduates , faces alight , holding hands and [talking] happily as they come along , oblivious of him , or throwing him the most fleeting and casual of glances , such as they would give a tethered goat .	20
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.72	`` This time '' , Arlene said , and she even kept on wiggling a little bit while she was just [talking] , `` you 're going to tell me what I am and what I'm doing .	21
talk	talk%2:32:02::	reveal information	literal	_	If W. W . 's retiring soon , as hinted , he ai n't [talking] - yet .	14
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	I have heard people [talk] with contempt about the British regulars , but that only proves that a lot of people talk about things of which they are deplorably ignorant .	4
talk	talk%2:32:00::	express in speech	literal	_	But , because they are politicians , they like to [talk] as poor-mouth as the lowliest voter .	10
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.75	He sat beside Kate 's bed with the others throughout the morning , [talking] , talking of God 's will , while Kate lay staring angrily at him .	13
talk	talk%2:32:03::	use language	literal	_	It is at precisely such moments that he encounters a couple of undergraduates , faces alight , holding hands and [talking] happily as they come along , oblivious of him , or throwing him the most fleeting and casual of glances , such as they would give a tethered goat .	20
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	He sat beside Kate 's bed with the others throughout the morning , talking , [talking] of God 's will , while Kate lay staring angrily at him .	15
talk	talk%2:32:02::	reveal information	literal	_	She quickly moved into cafe society , possibly easing her conscience by [talking] constantly of her desire to be in show business .	12
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.71	How titillating it was to go among people who did not know him as the composer , but who [talked] in the most glowing terms of the promise of the piece after having heard the first rehearsals .	19
talk	talk%2:32:02::	reveal information	literal	_	She quickly moved into cafe society , possibly easing her conscience by [talking] constantly of her desire to be in show business .	12
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	We talk about national character in the same way that Copernicus [talked] of the compulsions of celestial bodies to move in circles .	10
talk	talk%2:32:02::	reveal information	literal	_	She quickly moved into cafe society , possibly easing her conscience by [talking] constantly of her desire to be in show business .	12
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.75	Driving along the caliche-topped road to town , Howard [talked] .	9
talk	talk%2:32:00::	express in speech	literal	_	Shadow , the more talkative , began at once to [talk] , her voice piteous .	9
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	These are beginnings , but correctly learned they prepare for satisfying and exciting stunts that can be performed by a strong , flexible body ( we are not [talking] of eccentric extremes ) .	28
talk	talk%2:32:03::	use language	literal	_	`` That was Tee-wah I was [talking] .	6
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.7	Here , too , she [talked] low , quirking her head at one or another of the places , most often at Izaak 's armchair which faced her across the long table .	5
talk	talk%2:32:00::	express in speech	literal	_	Shadow , the more talkative , began at once to [talk] , her voice piteous .	9
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.79	Virginia and Rachel [talked] to each other quietly now , as allies who are political rather than natural might in a war atmosphere .	3
talk	talk%2:32:03::	use language	literal	_	It is at precisely such moments that he encounters a couple of undergraduates , faces alight , holding hands and [talking] happily as they come along , oblivious of him , or throwing him the most fleeting and casual of glances , such as they would give a tethered goat .	20
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.73	Immediately thereafter , the patient fractures her rehearsed story , veering into an oversoft , breathy , sloppily articulated , `` I do n't feel like [talking] right now '' .	25
talk	talk%2:32:00::	express in speech	literal	_	The joint investigations of linguistics and psychiatry have established , in point of fact , that no matter what the subject of conversation is or what words are involved , it is impossible for people to [talk] at all without telling over and over again what sort of people they are and how they relate to the rest of the world .	36
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.79	She clung to him , [talking] to him , and dabbing at her eyes .	4
talk	talk%2:32:00::	express in speech	literal	_	Gilman started [talking] to him until he saw his chance .	2
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	It is perhaps too late now to [talk] of mandate because it is inconsistent with what is termed political realism .	7
talk	talk%2:32:02::	reveal information	literal	_	She quickly moved into cafe society , possibly easing her conscience by [talking] constantly of her desire to be in show business .	12
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	[Talking] of the rapid population growth ( upwards of 12000 babies born daily ) with an immigrant entering the United States every 1 - 1 2 minutes , he said `` our organization has not been keeping pace with this challenge '' .	0
talk	talk%2:32:02::	reveal information	literal	_	She quickly moved into cafe society , possibly easing her conscience by [talking] constantly of her desire to be in show business .	12
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.75	Most realtors and real estate brokers [talk] of themselves as `` professional people '' with the cultural and moral values held by the traditional professions .	6
talk	talk%2:32:02::	reveal information	literal	_	She quickly moved into cafe society , possibly easing her conscience by [talking] constantly of her desire to be in show business .	12
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.71	We 'll not [talk] out of one side of our mouth in Morris County and out of the other side in Hudson .	3
talk	talk%2:32:00::	express in speech	literal	_	Shadow , the more talkative , began at once to [talk] , her voice piteous .	9
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.68	This Sunday those attending the second session will hear a lecture by Kern on the world situation ; a review of the philosophy of Communist leaders by Ted Slack , another real estate agent who became interested as a philosophy major at the University of Miami ; and [talks] on how their Christian faith can guide them in learning about and fighting Communism during high school and college days , by Ted Place , director of Greater Miami Youth for Christ , and Jon Braun , director of Campus Crusade for Christ .	48
talk	talk%1:10:00::	an exchange of ideas via conversation	literal	_	In the course of our [talk] , Askington mentioned that he spent part of each week studying .	5
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.79	He was down , hard to [talk] to , and far too nonchalant on the field .	6
talk	talk%2:32:00::	express in speech	literal	_	Gilman started [talking] to him until he saw his chance .	2
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.79	We were sitting together , [talking] .	5
talk	talk%2:32:06::	divulge confidential information or secrets	literal	_	`` He found out about you and Arbuckle [talking] .	7
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.79	He did not let her [talk] to people ; he did not let her choose her own food .	5
talk	talk%2:32:00::	express in speech	literal	_	Gilman started [talking] to him until he saw his chance .	2
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.74	`` It is easy for you to [talk] '' ; countered a twenty year old law student , `` you travel around the world .	7
talk	talk%2:32:03::	use language	literal	_	I can [talk] .	2
talk	*talk%2:32:01::	exchange thoughts; talk with	metaphorical	0.78	All week long the President clearly was playing a larger personal role in foreign affairs ; in effect , he was practicing what he preached in his Berlin message two weeks ago when he declared : `` We shall always be prepared to discuss international problems with any and all nations that are willing to [talk] , and listen , with reason '' .	55
